VIN,Price,Model,Year,Drivetrain,Exterior Color,Interior Color,Wheels,Mileage,Location,History
5YJSA1S14FFP78927,34200,Model S,2015,60Kwh,Deep Blue Metallic,Black,"19"" Sport Wheels",43862,"Scottsdale, AZ",CLEAN
5YJSA1S14FF080320,34400,Model S,2015,60Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",37800,"Cherry Hill, NJ",CLEAN
5YJSA1E15GF128288,35000,Model S,2016,70Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",51338,"Lathrop, CA",CLEAN
5YJSA1E19GF158975,35300,Model S,2016,75Kwh,Pearl White Multi-Coat,Black Cloth,"21"" Wheels",61805,"Tempe, AZ",CLEAN
5YJSA1E28FF118670,36200,Model S,2015,Dual Motor 85Kwh,Solid Black,Tan,"19"" Sport Wheels",78588,"Littleton, CO",CLEAN
5YJSA1E2XFF116886,36700,Model S,2015,Dual Motor 90Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",76689,"Lathrop, CA",CLEAN
5YJSA1H1XFFP77367,38600,Model S,2015,85Kwh,Model X Grey,Black,"19"" Sport Wheels",30971,"Hawthorne, CA",CLEAN
5YJSA1E16FF112325,39100,Model S,2015,70Kwh,Silver Metallic,Grey,"19"" Sport Wheels",21874,"Fremont, CA",CLEAN
5YJSA1E23GF144868,39400,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Grey,"19"" Sport Wheels",42157,"Las Vegas, NV",CLEAN
5YJSA1E2XGF151364,39700,Model S,2016,Dual Motor 75Kwh,Model X Grey,Black,"19"" Sport Wheels",48446,"Maplewood, MN",CLEAN
5YJSA1E16HF225355,40400,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",42807,"Lathrop, CA",CLEAN
5YJSA1E19HF186955,40500,Model S,2017,75Kwh,Model X Grey,Black Cloth,"19"" Sport Wheels",40724,"San Jose, CA",CLEAN
5YJSA1E26GF139373,40500,Model S,2016,Dual Motor 75Kwh,Model X Grey,Tan,"19"" Sport Wheels",32631,"Lisle, IL",CLEAN
5YJSA1E18GF170826,40700,Model S,2016,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",28009,"Carlsbad, CA",CLEAN
5YJSA1E18HF215510,41000,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",32254,"Lathrop, CA",CLEAN
5YJSA1E15HF220227,41100,Model S,2017,75Kwh,Solid Black,Black,"19"" Sport Wheels",36697,"Bellevue, WA",CLEAN
5YJSA1E27GF168042,41400,Model S,2016,Dual Motor 75Kwh,Solid Black,Black,"19"" Sport Wheels",25444,"Raleigh, NC",PREVIOUS ACCIDENT(S)
5YJSA1E15HF184443,41500,Model S,2017,75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",29279,"Littleton, CO",CLEAN
5YJSA1E28FF104509,41700,Model S,2015,Dual Motor 85Kwh,Solid Black,Black,"19"" Sport Wheels",42176,"Rockville, MD",CLEAN
5YJSA1H28FF085830,41700,Model S,2015,Dual Motor 85Kwh,Model X Grey,Black,"19"" Sport Wheels",17268,"Lathrop, CA",CLEAN
5YJSA1E18HF191337,41900,Model S,2017,75Kwh,Red Multi-Coat,Tan,"19"" Sport Wheels",31043,"Lathrop, CA",CLEAN
5YJSA1E26GF156884,42000,Model S,2016,Dual Motor 75Kwh,Pearl White Multi-Coat,Black,"19"" Sport Wheels",38932,"Mt. Kisco, NY",CLEAN
5YJSA1E29GF151940,42000,Model S,2016,Dual Motor 75Kwh,Deep Blue Metallic,Grey,"19"" Sport Wheels",31739,"Nashville, TN",CLEAN
5YJSA1E16HF208796,42000,Model S,2017,75Kwh,Pearl White Multi-Coat,Black Cloth,"19"" Sport Wheels",33324,"Lathrop, CA",CLEAN
5YJSA1H2XFF082430,42300,Model S,2015,Dual Motor 85Kwh,Model X Grey,Black,"19"" Sport Wheels",21921,"Highland Park, IL",CLEAN
5YJSA1E1XGF174683,42400,Model S,2016,75Kwh,Deep Blue Metallic,Black Cloth,"19"" Sport Wheels",26040,"Lathrop, CA",CLEAN
5YJSA1E13HF194016,42400,Model S,2017,75Kwh,Solid Black,Black Cloth,"19"" Sport Wheels",29720,"Hawthorne, CA",PREVIOUS ACCIDENT(S)
